x_1,x_2,y
1.951681005160603,1.2370125575084974,0.0
-0.45886967287832414,3.3872195009987864,0.0
1.2236253550479814,4.614933589552042,0.0
4.056287292092456,0.0685936010693684,0.0
2.0089996929331906,1.8407033377867834,0.0
4.0886968414775415,5.0766642474040236,0.0
1.00742235646876,2.9736606407744435,0.0
2.568603108725892,0.33333916107017436,0.0
2.7382837379631706,-0.17770001709545635,0.0
2.4731236745889826,3.7862815934573035,0.0
1.3308856987771238,2.4167531432322957,0.0
-0.2770545308856567,-0.2342067374735648,0.0
2.2527812633148514,3.367388274565219,0.0
1.933477088991419,1.3994592256559173,0.0
4.255031015363049,1.8644923270105527,0.0
2.674826307919745,4.777629997433553,0.0
2.2194732516066096,1.5559121980932327,0.0
0.5604811296960163,1.7645567291730826,0.0
2.490846451873016,1.564823277080317,0.0
3.200551318420076,0.09653483872573188,0.0
0.32415599082058355,2.143890160129242,0.0
4.893306100291817,-0.22257397301049853,0.0
2.9742381056467573,0.7005096969257818,0.0
-1.5661883637923024,2.6238058352098768,0.0
2.4904514537376086,-0.4604583637938573,0.0
0.737750125140238,-0.01018129240652943,0.0
3.5299337740728687,2.837420605118938,0.0
-0.6032597197440972,2.8226458022983167,0.0
-0.41709264555632797,2.5838949209231084,0.0
2.6941800253423698,1.5805919952179612,0.0
3.880299494255037,1.328628018313435,0.0
2.0232300952032505,4.839377936116012,0.0
4.633750829052261,2.804304733165994,0.0
3.590603908706105,5.668934765824638,0.0
1.162796566809245,2.5074846827196713,0.0
2.206888181204477,4.451945857452082,0.0
3.869691978138653,0.42191919769901753,0.0
3.1952178766855663,2.0819621614584447,0.0
0.6045816708996683,0.8971177397213144,0.0
0.7653649920902191,3.2000615533454146,0.0
1.0396334259388147,1.0246820549514286,0.0
-2.0587650742914025,2.313125153125431,0.0
-0.38438649868426866,1.3022117158662547,0.0
0.24135876877592666,5.37933314576658,0.0
-1.2164878554427943,0.2096426138186176,0.0
2.2708707461134505,2.084226425145079,0.0
0.7543542986930802,-0.2681749014777144,0.0
1.0979212835528418,3.4442662845888172,0.0
6.8987199577820295,1.0636880633962043,0.0
0.5160813843290598,1.5268543147293157,0.0
1.7274120404674482,-2.7899107843834523,0.0
3.9527333480007116,3.018895042075928,0.0
2.1012269950137137,2.9026398452846385,0.0
3.098662744844522,-0.11265064453395679,0.0
2.8685327519680257,0.4768876638022166,0.0
4.135762800769124,2.830342589289028,0.0
1.750730977935256,4.4081695795185425,0.0
0.5810272392772153,3.3565462600752927,0.0
3.8949116881859913,0.5353765064188947,0.0
2.8198585601083206,4.949515357609055,0.0
1.089894109974775,3.9330848497949265,0.0
2.8485713733875286,-1.7967947628946703,0.0
2.509869064228857,1.6727780837851367,0.0
2.1362067001948613,1.0972706206748106,0.0
2.7747503566961402,3.920737018164309,0.0
0.15700110927544642,2.525768427044898,0.0
0.9295561698918863,1.98484027912299,0.0
0.6896770493907204,2.6457914338060533,0.0
1.3723896621668288,2.8443845891979134,0.0
1.0829568405084398,4.0623982919200206,0.0
3.272986209195661,3.833454296885103,0.0
1.920055172279257,1.5243285702994527,0.0
0.6039699284526967,4.2162779418838445,0.0
2.6088836935587665,2.7517212099163224,0.0
